ENTREZ GENE ID,GENE SYMBOL,OCCURRENCES,VESICLE TYPE,Uniprot
5747,PTK2,20,Extracellular vesicles,Q05397
5754,PTK7,23,Extracellular vesicles,Q13308
5770,PTPN1,12,Extracellular vesicles,P18031
5781,PTPN11,16,Extracellular vesicles,Q06124
5784,PTPN14,17,Extracellular vesicles,Q15678
5786,PTPRA,30,Extracellular vesicles,P18433
5787,PTPRB,19,Extracellular vesicles,P23467
5791,PTPRE,20,Extracellular vesicles,P23469
5792,PTPRF,22,Extracellular vesicles,P10586
5793,PTPRG,24,Extracellular vesicles,P23470
5818,PVRL1,23,Extracellular vesicles,Q15223
5833,PCYT2,21,Extracellular vesicles,Q99447
5836,PYGL,23,Extracellular vesicles,P06737
5837,PYGM,18,Extracellular vesicles,P11217
5859,QARS,28,Extracellular vesicles,P47897
5860,QDPR,20,Extracellular vesicles,P09417
5872,RAB13,19,Extracellular vesicles,P51153
5874,RAB27B,17,Extracellular vesicles,O00194
5876,RABGGTB,20,Extracellular vesicles,P53611
5877,RABIF,13,Extracellular vesicles,P47224
5886,RAD23A,22,Extracellular vesicles,P54725
5887,RAD23B,22,Extracellular vesicles,P54727
5902,RANBP1,24,Extracellular vesicles,P43487
5910,RAP1GDS1,21,Extracellular vesicles,P52306
5922,RASA2,17,Extracellular vesicles,Q15283
5976,UPF1,31,Extracellular vesicles,Q92900
5983,RFC3,21,Extracellular vesicles,P40938
5984,RFC4,22,Extracellular vesicles,P35249
5985,RFC5,19,Extracellular vesicles,P40937
6005,RHAG,22,Extracellular vesicles,Q02094
6092,ROBO2,22,Extracellular vesicles,Q9HCK4
6098,ROS1,21,Extracellular vesicles,P08922
6102,RP2,25,Extracellular vesicles,O75695
6124,RPL4,38,Extracellular vesicles,P36578
6142,RPL18A,30,Extracellular vesicles,Q02543
6147,RPL23A,23,Extracellular vesicles,P62750
6150,MRPL23,14,Extracellular vesicles,Q16540
6154,RPL26,26,Extracellular vesicles,P61254
6155,RPL27,27,Extracellular vesicles,P61353
6156,RPL30,41,Extracellular vesicles,P62888
6159,RPL29,24,Extracellular vesicles,P47914
6161,RPL32,31,Extracellular vesicles,P62910
6164,RPL34,28,Extracellular vesicles,P49207
6165,RPL35A,23,Extracellular vesicles,P18077
6168,RPL37A,23,Extracellular vesicles,P61513
6173,RPL36A,17,Extracellular vesicles,P83881
6189,RPS3A,42,Extracellular vesicles,P61247
6192,RPS4Y1,25,Extracellular vesicles,P22090
6195,RPS6KA1,21,Extracellular vesicles,Q15418
6218,RPS17,31,Extracellular vesicles,P08708
6228,RPS23,20,Extracellular vesicles,P62266
6232,RPS27,24,Extracellular vesicles,P42677
6234,RPS28,14,Extracellular vesicles,P62857
6240,RRM1,24,Extracellular vesicles,P23921
6241,RRM2,17,Extracellular vesicles,P31350
6249,CLIP1,24,Extracellular vesicles,P30622
6252,RTN1,22,Extracellular vesicles,Q16799
6271,S100A1,15,Extracellular vesicles,P23297
6284,S100A13,22,Extracellular vesicles,Q99584
6293,VPS52,17,Extracellular vesicles,Q8N1B4
6301,SARS,28,Extracellular vesicles,P49591
6307,MSMO1,14,Extracellular vesicles,Q15800
6317,SERPINB3,20,Extracellular vesicles,P29508
6341,SCO1,20,Extracellular vesicles,O75880
6352,CCL5,18,Extracellular vesicles,P13501
6374,CXCL5,20,Extracellular vesicles,P42830
6383,SDC2,21,Extracellular vesicles,P34741
6390,SDHB,26,Extracellular vesicles,P21912
6398,SECTM1,19,Extracellular vesicles,Q8WVN6
6399,TRAPPC2,17,Extracellular vesicles,P0DI81
6400,SEL1L,24,Extracellular vesicles,Q9UBV2
6424,SFRP4,18,Extracellular vesicles,Q6FHJ7
6428,SRSF3,28,Extracellular vesicles,P84103
6430,SRSF5,22,Extracellular vesicles,Q13243
6434,TRA2B,25,Extracellular vesicles,P62995
6443,SGCB,20,Extracellular vesicles,Q16585
6448,SGSH,19,Extracellular vesicles,P51688
6461,SHB,20,Extracellular vesicles,Q15464
6472,SHMT2,29,Extracellular vesicles,P34897
6476,SI,20,Extracellular vesicles,P14410
6480,ST6GAL1,15,Extracellular vesicles,P15907
6484,ST3GAL4,14,Extracellular vesicles,Q11206
6505,SLC1A1,21,Extracellular vesicles,P43005
6507,SLC1A3,16,Extracellular vesicles,P43003
6523,SLC5A1,17,Extracellular vesicles,P13866
6542,SLC7A2,21,Extracellular vesicles,P52569
6557,SLC12A1,20,Extracellular vesicles,Q13621
6560,SLC12A4,19,Extracellular vesicles,Q9UP95
6567,SLC16A2,18,Extracellular vesicles,P36021
6584,SLC22A5,20,Extracellular vesicles,O76082
6586,SLIT3,25,Extracellular vesicles,O75094
6595,SMARCA2,17,Extracellular vesicles,P51531
6598,SMARCB1,20,Extracellular vesicles,Q12824
6602,SMARCD1,24,Extracellular vesicles,Q96GM5
6604,SMARCD3,22,Extracellular vesicles,Q6STE5
6605,SMARCE1,15,Extracellular vesicles,Q969G3
6606,SMN1,16,Extracellular vesicles,Q16637
6616,SNAP25,24,Extracellular vesicles,P60880
6626,SNRPA,21,Extracellular vesicles,P09012
6627,SNRPA1,14,Extracellular vesicles,P09661
6631,SNRPC,24,Extracellular vesicles,P09234
6632,SNRPD1,27,Extracellular vesicles,P62314
6634,SNRPD3,26,Extracellular vesicles,P62318
6635,SNRPE,18,Extracellular vesicles,P62304
6636,SNRPF,27,Extracellular vesicles,P62306
6642,SNX1,18,Extracellular vesicles,Q13596
6652,SORD,24,Extracellular vesicles,Q00796
6675,UAP1,21,Extracellular vesicles,Q16222
6709,SPTAN1,38,Extracellular vesicles,Q13813
6726,SRP9,30,Extracellular vesicles,P49458
6728,SRP19,24,Extracellular vesicles,P09132
6730,SRP68,26,Extracellular vesicles,Q9UHB9
6747,SSR3,21,Extracellular vesicles,Q9UNL2
6776,STAT5A,27,Extracellular vesicles,P42229
6777,STAT5B,20,Extracellular vesicles,P51692
6780,STAU1,20,Extracellular vesicles,O95793
6814,STXBP3,21,Extracellular vesicles,O00186
6829,SUPT5H,15,Extracellular vesicles,O00267
6840,SVIL,24,Extracellular vesicles,O95425
6876,TAGLN,27,Extracellular vesicles,Q01995
6897,TARS,33,Extracellular vesicles,P26639
6904,TBCD,24,Extracellular vesicles,Q9BTW9
6917,TCEA1,22,Extracellular vesicles,P23193
6923,TCEB2,28,Extracellular vesicles,Q15370
7007,TECTA,23,Extracellular vesicles,O75443
7024,TFCP2,19,Extracellular vesicles,Q12800
7035,TFPI,18,Extracellular vesicles,P10646
7040,TGFB1,19,Extracellular vesicles,P01137
7045,TGFBI,25,Extracellular vesicles,Q15582
7049,TGFBR3,25,Extracellular vesicles,Q03167
7058,THBS2,29,Extracellular vesicles,P35442
7064,THOP1,17,Extracellular vesicles,P52888
7070,THY1,33,Extracellular vesicles,P04216
7091,TLE4,27,Extracellular vesicles,Q04727
7097,TLR2,19,Extracellular vesicles,O60603
7098,TLR3,19,Extracellular vesicles,O15455
7102,TSPAN7,19,Extracellular vesicles,P41732
7105,TSPAN6,28,Extracellular vesicles,O43657
7112,TMPO,40,Extracellular vesicles,P42166
7130,TNFAIP6,11,Extracellular vesicles,P98066
7140,TNNT3,22,Extracellular vesicles,P45378
7156,TOP3A,20,Extracellular vesicles,Q13472
7163,TPD52,23,Extracellular vesicles,P55327
7175,TPR,20,Extracellular vesicles,P12270
7205,TRIP6,25,Extracellular vesicles,Q15654
7247,TSN,23,Extracellular vesicles,Q15631
7257,TSNAX,20,Extracellular vesicles,Q99598
7263,TST,20,Extracellular vesicles,Q16762
7265,TTC1,27,Extracellular vesicles,Q99614
7266,DNAJC7,16,Extracellular vesicles,Q99615
7283,TUBG1,17,Extracellular vesicles,P23258
7296,TXNRD1,25,Extracellular vesicles,Q16881
7305,TYROBP,16,Extracellular vesicles,O43914
7306,TYRP1,12,Extracellular vesicles,P17643
7326,UBE2G1,19,Extracellular vesicles,P62253
7327,UBE2G2,20,Extracellular vesicles,P60604
7332,UBE2L3,25,Extracellular vesicles,P68036
7342,UBP1,18,Extracellular vesicles,Q9NZI7
7348,UPK1B,13,Extracellular vesicles,O75841
7384,UQCRC1,24,Extracellular vesicles,P31930
7386,UQCRFS1,16,Extracellular vesicles,P47985
7405,UVRAG,20,Extracellular vesicles,Q9P2Y5
7409,VAV1,28,Extracellular vesicles,P15498
7410,VAV2,29,Extracellular vesicles,P52735
7416,VDAC1,21,Extracellular vesicles,P21796
7417,VDAC2,30,Extracellular vesicles,P45880
7436,VLDLR,14,Extracellular vesicles,P98155
7466,WFS1,31,Extracellular vesicles,O76024
7475,WNT6,26,Extracellular vesicles,Q9Y6F9
7498,XDH,26,Extracellular vesicles,P47989
7525,YES1,24,Extracellular vesicles,P07947
7535,ZAP70,24,Extracellular vesicles,P43403
7536,SF1,23,Extracellular vesicles,Q15637
7567,ZNF19,22,Extracellular vesicles,P17023
7706,TRIM25,19,Extracellular vesicles,Q14258
7741,ZNF187,20,Extracellular vesicles,Q16670
7768,ZNF225,22,Extracellular vesicles,Q9UK10
7857,SCG2,20,Extracellular vesicles,P13521
7869,SEMA3B,12,Extracellular vesicles,Q13214
7874,USP7,26,Extracellular vesicles,Q93009
7905,REEP5,21,Extracellular vesicles,Q00765
7915,ALDH5A1,23,Extracellular vesicles,P51649
7917,BAG6,19,Extracellular vesicles,P46379
7922,SLC39A7,20,Extracellular vesicles,Q92504
8030,CCDC6,15,Extracellular vesicles,Q16204
8038,ADAM12,22,Extracellular vesicles,O43184
8148,TAF15,20,Extracellular vesicles,Q92804
8175,SF3A2,22,Extracellular vesicles,Q15428
8239,USP9X,20,Extracellular vesicles,Q93008
8263,F8A1,26,Extracellular vesicles,P23610
8266,UBL4A,23,Extracellular vesicles,P11441
8289,ARID1A,25,Extracellular vesicles,O14497
8295,TRRAP,19,Extracellular vesicles,Q9Y4A5
8324,FZD7,16,Extracellular vesicles,O75084
8349,HIST2H2BE,24,Extracellular vesicles,Q16778
8395,PIP5K1B,10,Extracellular vesicles,O14986
8406,SRPX,31,Extracellular vesicles,P78539
8409,UXT,31,Extracellular vesicles,Q9UBK9
8411,EEA1,21,Extracellular vesicles,Q15075
8434,RECK,23,Extracellular vesicles,O95980
8452,CUL3,22,Extracellular vesicles,Q13618
8453,CUL2,20,Extracellular vesicles,Q13617
8460,TPST1,19,Extracellular vesicles,O60507
8467,SMARCA5,7,Extracellular vesicles,O60264
8480,RAE1,21,Extracellular vesicles,P78406
8483,CILP,20,Extracellular vesicles,O75339
8487,GEMIN2,32,Extracellular vesicles,O14893
8501,SLC43A1,18,Extracellular vesicles,O75387
8522,GAS7,17,Extracellular vesicles,O60861
8532,CPZ,18,Extracellular vesicles,Q66K79
8540,AGPS,12,Extracellular vesicles,O00116
8544,PIR,15,Extracellular vesicles,O00625
8546,AP3B1,24,Extracellular vesicles,O00203
8562,DENR,24,Extracellular vesicles,O43583
8566,PDXK,17,Extracellular vesicles,O00764
8573,CASK,19,Extracellular vesicles,O14936
8575,PRKRA,24,Extracellular vesicles,O75569
8576,STK16,25,Extracellular vesicles,O75716
8601,RGS20,22,Extracellular vesicles,O76081
8611,PPAP2A,16,Extracellular vesicles,O14494
8612,PPAP2C,15,Extracellular vesicles,O43688
8613,PPAP2B,20,Extracellular vesicles,O14495
8614,STC2,25,Extracellular vesicles,O76061
8624,PSMG1,13,Extracellular vesicles,O95456
8634,RTCA,28,Extracellular vesicles,O00442
8635,RNASET2,22,Extracellular vesicles,O00584
8653,DDX3Y,18,Extracellular vesicles,O15523
8659,ALDH4A1,21,Extracellular vesicles,P30038
8660,IRS2,25,Extracellular vesicles,Q9Y4H2
8662,EIF3B,29,Extracellular vesicles,P55884
8666,EIF3G,20,Extracellular vesicles,O75821
8669,EIF3J,20,Extracellular vesicles,O75822
8672,EIF4G3,25,Extracellular vesicles,O43432
8674,VAMP4,19,Extracellular vesicles,O75379
8683,SRSF9,16,Extracellular vesicles,Q13242
8692,HYAL2,25,Extracellular vesicles,Q12891
8702,B4GALT4,20,Extracellular vesicles,O60513
8703,B4GALT3,14,Extracellular vesicles,O60512
8706,B3GALNT1,25,Extracellular vesicles,O75752
8723,SNX4,19,Extracellular vesicles,O95219
8724,SNX3,21,Extracellular vesicles,O60493
8731,RNMT,17,Extracellular vesicles,O43148
8736,MYOM1,30,Extracellular vesicles,P52179
8749,ADAM18,23,Extracellular vesicles,Q9Y3Q7
8760,CDS2,23,Extracellular vesicles,O95674
8772,FADD,25,Extracellular vesicles,Q13158
8774,NAPG,28,Extracellular vesicles,Q99747
8793,TNFRSF10D,22,Extracellular vesicles,Q9UBN6
8797,TNFRSF10A,21,Extracellular vesicles,O00220
8799,PEX11B,26,Extracellular vesicles,O96011
8804,CREG1,30,Extracellular vesicles,O75629
8828,NRP2,18,Extracellular vesicles,O60462
8841,HDAC3,24,Extracellular vesicles,O15379
8848,TSC22D1,18,Extracellular vesicles,Q15714
8872,CDC123,27,Extracellular vesicles,O75794
8879,SGPL1,15,Extracellular vesicles,O95470
8884,SLC5A6,20,Extracellular vesicles,Q9Y289
8887,TAX1BP1,30,Extracellular vesicles,Q86VP1
8924,HERC2,16,Extracellular vesicles,O95714
8939,FUBP3,16,Extracellular vesicles,Q96I24
8942,KYNU,31,Extracellular vesicles,Q16719
8974,P4HA2,21,Extracellular vesicles,O15460
8985,PLOD3,20,Extracellular vesicles,O60568
8996,NOL3,21,Extracellular vesicles,O60936
9043,SPAG9,20,Extracellular vesicles,O60271
9047,SH2D2A,22,Extracellular vesicles,Q9NP31
9052,GPRC5A,34,Extracellular vesicles,Q8NFJ5
9055,PRC1,21,Extracellular vesicles,O43663
9057,SLC7A6,23,Extracellular vesicles,Q92536
9071,CLDN10,20,Extracellular vesicles,P78369
9076,CLDN1,23,Extracellular vesicles,O95832
9077,DIRAS3,21,Extracellular vesicles,O95661
9104,RGN,20,Extracellular vesicles,Q15493
9114,ATP6V0D1,29,Extracellular vesicles,P61421
9122,SLC16A4,20,Extracellular vesicles,O15374
9123,SLC16A3,26,Extracellular vesicles,O15427
9125,RQCD1,21,Extracellular vesicles,Q92600
9128,PRPF4,16,Extracellular vesicles,O43172
9129,PRPF3,25,Extracellular vesicles,O43395
9130,FAM50A,12,Extracellular vesicles,Q14320
9141,PDCD5,20,Extracellular vesicles,O14737
9145,SYNGR1,17,Extracellular vesicles,O43759
9158,FIBP,23,Extracellular vesicles,O43427
9167,COX7A2L,19,Extracellular vesicles,O14548
9170,LPAR2,18,Extracellular vesicles,Q9HBW0
9180,OSMR,18,Extracellular vesicles,Q99650
9181,ARHGEF2,24,Extracellular vesicles,Q92974
9196,KCNAB3,18,Extracellular vesicles,O43448
9213,XPR1,18,Extracellular vesicles,Q9UBH6
9215,LARGE,20,Extracellular vesicles,O95461
9217,VAPB,20,Extracellular vesicles,O95292
9255,AIMP1,27,Extracellular vesicles,Q12904
9295,SRSF11,20,Extracellular vesicles,Q05519
9296,ATP6V1F,19,Extracellular vesicles,Q16864
9308,CD83,14,Extracellular vesicles,Q01151
9317,PTER,24,Extracellular vesicles,Q96BW5
9328,GTF3C5,10,Extracellular vesicles,Q9Y5Q8
9330,GTF3C3,13,Extracellular vesicles,Q9Y5Q9
9342,SNAP29,21,Extracellular vesicles,O95721
9351,SLC9A3R2,22,Extracellular vesicles,Q15599
9354,UBE4A,18,Extracellular vesicles,Q14139
9361,LONP1,18,Extracellular vesicles,P36776
9367,RAB9A,15,Extracellular vesicles,P51151
9373,PLAA,32,Extracellular vesicles,Q9Y263
9381,OTOF,17,Extracellular vesicles,Q9HC10
9388,LIPG,16,Extracellular vesicles,Q9Y5X9
9397,NMT2,28,Extracellular vesicles,O60551
9402,GRAP2,23,Extracellular vesicles,O75791
9403,SEP15,18,Extracellular vesicles,O60613
9404,LPXN,13,Extracellular vesicles,O60711
9411,ARHGAP29,18,Extracellular vesicles,Q52LW3
9412,MED21,20,Extracellular vesicles,Q13503
9429,ABCG2,25,Extracellular vesicles,Q9UNQ0
9448,MAP4K4,21,Extracellular vesicles,O95819
9451,EIF2AK3,26,Extracellular vesicles,Q9NZJ5
9454,HOMER3,25,Extracellular vesicles,Q9NSC5
9459,ARHGEF6,20,Extracellular vesicles,Q15052
9491,PSMF1,14,Extracellular vesicles,Q92530
9497,SLC4A7,14,Extracellular vesicles,Q9Y6M7
9507,ADAMTS4,18,Extracellular vesicles,O75173
9518,GDF15,28,Extracellular vesicles,Q99988
9522,SCAMP1,17,Extracellular vesicles,O15126
9524,TECR,19,Extracellular vesicles,Q9NZ01
9527,GOSR1,21,Extracellular vesicles,O95249
9529,BAG5,20,Extracellular vesicles,Q9UL15
9538,EI24,19,Extracellular vesicles,O14681
9550,ATP6V1G1,25,Extracellular vesicles,O75348
9551,ATP5J2,22,Extracellular vesicles,P56134
9562,MINPP1,15,Extracellular vesicles,Q9UNW1
9567,GTPBP1,14,Extracellular vesicles,O00178
9570,GOSR2,17,Extracellular vesicles,O14653
9585,KIF20B,20,Extracellular vesicles,Q96Q89
9590,AKAP12,28,Extracellular vesicles,Q02952
9609,RAB36,10,Extracellular vesicles,O95755
9610,RIN1,15,Extracellular vesicles,Q13671
9615,GDA,10,Extracellular vesicles,Q9Y2T3
9630,GNA14,23,Extracellular vesicles,O95837
9632,SEC24C,26,Extracellular vesicles,P53992
9635,CLCA2,20,Extracellular vesicles,Q9UQC9
9639,ARHGEF10,21,Extracellular vesicles,O15013
9652,TTC37,17,Extracellular vesicles,Q6PGP7
9656,MDC1,17,Extracellular vesicles,Q14676
9669,EIF5B,23,Extracellular vesicles,O60841
9685,CLINT1,25,Extracellular vesicles,Q14677
9689,BZW1,18,Extracellular vesicles,Q7L1Q6
9690,UBE3C,20,Extracellular vesicles,Q15386
9730,VPRBP,21,Extracellular vesicles,Q9Y4B6
9733,SART3,26,Extracellular vesicles,Q15020
9735,KNTC1,25,Extracellular vesicles,P50748
9736,USP34,19,Extracellular vesicles,Q70CQ2
9744,ACAP1,20,Extracellular vesicles,Q15027
9765,ZFYVE16,18,Extracellular vesicles,Q7Z3T8
9804,TOMM20,25,Extracellular vesicles,Q15388
9817,KEAP1,30,Extracellular vesicles,Q14145
9843,HEPH,23,Extracellular vesicles,Q9BQS7
9847,KIAA0528,21,Extracellular vesicles,Q86YS7
9855,FARP2,25,Extracellular vesicles,O94887
9859,CEP170,23,Extracellular vesicles,Q5SW79
9861,PSMD6,31,Extracellular vesicles,Q15008
9875,URB1,21,Extracellular vesicles,O60287
9882,TBC1D4,20,Extracellular vesicles,O60343
9942,XYLB,13,Extracellular vesicles,O75191
9943,OXSR1,33,Extracellular vesicles,O95747
9945,GFPT2,17,Extracellular vesicles,O94808
9962,SLC23A2,17,Extracellular vesicles,Q9UGH3
9965,FGF19,17,Extracellular vesicles,O95750
9967,THRAP3,23,Extracellular vesicles,Q9Y2W1
9972,NUP153,17,Extracellular vesicles,P49790
9978,RBX1,18,Extracellular vesicles,P62877
9991,PTBP3,16,Extracellular vesicles,O95758
10010,TANK,20,Extracellular vesicles,Q92844
10043,TOM1,18,Extracellular vesicles,O60784
10048,RANBP9,20,Extracellular vesicles,Q96S59
10056,FARSB,24,Extracellular vesicles,Q9NSD9
10063,COX17,15,Extracellular vesicles,Q14061
10075,HUWE1,23,Extracellular vesicles,Q7Z6Z7
10076,PTPRU,14,Extracellular vesicles,Q92729
10077,TSPAN32,13,Extracellular vesicles,Q96QS1
10081,PDCD7,22,Extracellular vesicles,Q8N8D1
10085,EDIL3,27,Extracellular vesicles,O43854
10098,TSPAN5,17,Extracellular vesicles,P62079
10099,TSPAN3,23,Extracellular vesicles,O60637
10112,KIF20A,20,Extracellular vesicles,O95235
10121,ACTR1A,39,Extracellular vesicles,P61163
10130,PDIA6,24,Extracellular vesicles,Q15084
10133,OPTN,21,Extracellular vesicles,Q96CV9
10134,BCAP31,19,Extracellular vesicles,P51572
10135,NAMPT,28,Extracellular vesicles,P43490
10142,AKAP9,25,Extracellular vesicles,Q99996
10149,GPR64,24,Extracellular vesicles,Q8IZP9
10160,FARP1,20,Extracellular vesicles,Q9Y4F1
10162,LPCAT3,16,Extracellular vesicles,Q6P1A2
10184,LHFPL2,13,Extracellular vesicles,Q6ZUX7
10189,ALYREF,17,Extracellular vesicles,Q86V81
10196,PRMT3,14,Extracellular vesicles,O60678
10197,PSME3,22,Extracellular vesicles,P61289
10226,PLIN3,24,Extracellular vesicles,O60664
10227,MFSD10,17,Extracellular vesicles,Q14728
10228,STX6,16,Extracellular vesicles,O43752
10238,DCAF7,15,Extracellular vesicles,P61962
10243,GPHN,9,Extracellular vesicles,Q9NQX3
10247,HRSP12,25,Extracellular vesicles,P52758
10248,POP7,14,Extracellular vesicles,O75817
10250,SRRM1,23,Extracellular vesicles,Q8IYB3
10254,STAM2,18,Extracellular vesicles,O75886
10260,DENND4A,21,Extracellular vesicles,Q7Z401
10262,SF3B4,14,Extracellular vesicles,Q15427
10269,ZMPSTE24,16,Extracellular vesicles,O75844
10273,STUB1,18,Extracellular vesicles,Q9UNE7
10277,UBE4B,25,Extracellular vesicles,O95155
10280,SIGMAR1,21,Extracellular vesicles,Q99720
10283,CWC27,18,Extracellular vesicles,Q6UX04
10284,SAP18,18,Extracellular vesicles,O00422
10289,EIF1B,16,Extracellular vesicles,O60739
10312,TCIRG1,25,Extracellular vesicles,Q13488
10313,RTN3,24,Extracellular vesicles,O95197
10314,LANCL1,17,Extracellular vesicles,O43813
10317,B3GALT5,21,Extracellular vesicles,Q9Y2C3
10328,EMC8,18,Extracellular vesicles,O43402
10330,CNPY2,18,Extracellular vesicles,Q9Y2B0
10331,B3GNT3,22,Extracellular vesicles,Q9Y2A9
10346,TRIM22,21,Extracellular vesicles,Q8IYM9
10360,NPM3,16,Extracellular vesicles,O75607
10380,BPNT1,25,Extracellular vesicles,O95861
10410,IFITM3,19,Extracellular vesicles,Q01628
10417,SPON2,24,Extracellular vesicles,Q9BUD6
10418,SPON1,18,Extracellular vesicles,Q9HCB6
10427,SEC24B,23,Extracellular vesicles,O95487
10430,TMEM147,21,Extracellular vesicles,Q9BVK8
10437,IFI30,17,Extracellular vesicles,P13284
10439,OLFM1,19,Extracellular vesicles,Q99784
10447,FAM3C,24,Extracellular vesicles,Q92520
10452,TOMM40,22,Extracellular vesicles,O96008
10461,MERTK,21,Extracellular vesicles,Q12866
10466,COG5,20,Extracellular vesicles,Q9UP83
10469,TIMM44,19,Extracellular vesicles,O43615
10471,PFDN6,17,Extracellular vesicles,O15212
10480,EIF3M,26,Extracellular vesicles,Q7L2H7
10482,NXF1,12,Extracellular vesicles,Q9UBU9
10494,STK25,17,Extracellular vesicles,O00506
10507,SEMA4D,30,Extracellular vesicles,Q92854
10523,CHERP,18,Extracellular vesicles,Q8IWX8
10527,IPO7,19,Extracellular vesicles,O95373
10539,GLRX3,22,Extracellular vesicles,O76003
10540,DCTN2,26,Extracellular vesicles,Q13561
10549,PRDX4,28,Extracellular vesicles,Q13162
10553,HTATIP2,19,Extracellular vesicles,Q9BUP3
10560,SLC19A2,20,Extracellular vesicles,O60779
10565,ARFGEF1,19,Extracellular vesicles,Q9Y6D6
10577,NPC2,20,Extracellular vesicles,P61916
10591,C6orf108,20,Extracellular vesicles,O43598
10598,AHSA1,19,Extracellular vesicles,O95433
10606,PAICS,37,Extracellular vesicles,P22234
10612,TRIM3,23,Extracellular vesicles,O75382
10614,HEXIM1,17,Extracellular vesicles,O94992
10617,STAMBP,16,Extracellular vesicles,O95630
10618,TGOLN2,17,Extracellular vesicles,O43493
10626,TRIM16,18,Extracellular vesicles,O95361
10637,LEFTY1,18,Extracellular vesicles,O75610
10642,IGF2BP1,23,Extracellular vesicles,Q9NZI8
10651,MTX2,19,Extracellular vesicles,O75431
10658,CELF1,26,Extracellular vesicles,Q92879
10726,NUDC,33,Extracellular vesicles,Q9Y266
10753,CAPN9,14,Extracellular vesicles,O14815
10762,NUP50,13,Extracellular vesicles,Q9UKX7
10768,AHCYL1,17,Extracellular vesicles,O43865
10772,SRSF10,21,Extracellular vesicles,O75494
10783,NEK6,13,Extracellular vesicles,Q9HC98
10787,NCKAP1,23,Extracellular vesicles,Q9Y2A7
10797,MTHFD2,26,Extracellular vesicles,P13995
10807,SDCCAG3,16,Extracellular vesicles,Q96C92
10814,CPLX2,29,Extracellular vesicles,Q6PUV4
10818,FRS2,24,Extracellular vesicles,Q8WU20
10848,PPP1R13L,19,Extracellular vesicles,Q8WUF5
10869,USP19,21,Extracellular vesicles,O94966
10884,MRPS30,20,Extracellular vesicles,Q9NP92
10901,DHRS4,18,Extracellular vesicles,Q9BTZ2
10910,SUGT1,17,Extracellular vesicles,Q9Y2Z0
10916,MAGED2,15,Extracellular vesicles,Q9UNF1
10920,COPS8,24,Extracellular vesicles,Q99627
10944,C11orf58,18,Extracellular vesicles,O00193
10953,TOMM34,19,Extracellular vesicles,Q15785
10961,ERP29,25,Extracellular vesicles,P30040
10964,IFI44L,22,Extracellular vesicles,Q53G44
10970,CKAP4,17,Extracellular vesicles,Q07065
10973,ASCC3,19,Extracellular vesicles,Q8N3C0
10975,UQCR11,23,Extracellular vesicles,O14957
10981,RAB32,20,Extracellular vesicles,Q13637
10982,MAPRE2,22,Extracellular vesicles,Q15555
11010,GLIPR1,23,Extracellular vesicles,P48060
11031,RAB31,20,Extracellular vesicles,Q13636
11034,DSTN,31,Extracellular vesicles,P60981
11041,B3GNT1,17,Extracellular vesicles,O43505
11065,UBE2C,16,Extracellular vesicles,O00762
11068,CYB561D2,18,Extracellular vesicles,O14569
11080,DNAJB4,19,Extracellular vesicles,Q9UDY4
11098,PRSS23,21,Extracellular vesicles,O95084
11100,HNRNPUL1,14,Extracellular vesicles,Q9BUJ2
11117,EMILIN1,19,Extracellular vesicles,Q9Y6C2
11120,BTN2A1,25,Extracellular vesicles,Q7KYR7
11140,CDC37,23,Extracellular vesicles,Q16543
11141,IL1RAPL1,23,Extracellular vesicles,Q9NZN1
11145,PLA2G16,11,Extracellular vesicles,P53816
11152,WDR45,19,Extracellular vesicles,Q9Y484
11157,LSM6,16,Extracellular vesicles,P62312
11161,C14orf1,21,Extracellular vesicles,Q9UKR5
11173,ADAMTS7,21,Extracellular vesicles,Q9UKP4
11177,BAZ1A,22,Extracellular vesicles,Q9NRL2
11180,WDR6,21,Extracellular vesicles,Q9NNW5
11182,SLC2A6,19,Extracellular vesicles,Q9UGQ3
11199,ANXA10,15,Extracellular vesicles,Q9UJ72
11218,DDX20,23,Extracellular vesicles,Q9UHI6
11230,PRAF2,19,Extracellular vesicles,O60831
11235,PDCD10,20,Extracellular vesicles,Q9BUL8
11240,PADI2,17,Extracellular vesicles,Q9Y2J8
11254,SLC6A14,26,Extracellular vesicles,Q9UN76
11258,DCTN3,20,Extracellular vesicles,O75935
11261,CHP1,22,Extracellular vesicles,Q99653
11311,VPS45,23,Extracellular vesicles,Q9NRW7
11313,LYPLA2,20,Extracellular vesicles,O95372
11321,GPN1,23,Extracellular vesicles,Q9HCN4
11325,DDX42,18,Extracellular vesicles,Q86XP3
11329,STK38,27,Extracellular vesicles,Q15208
11333,PDAP1,9,Extracellular vesicles,Q13442
11336,EXOC3,17,Extracellular vesicles,O60645
11340,EXOSC8,18,Extracellular vesicles,Q96B26
11342,RNF13,28,Extracellular vesicles,O43567
22806,IKZF3,21,Extracellular vesicles,Q9UKT9
22822,PHLDA1,23,Extracellular vesicles,Q8WV24
22827,PUF60,17,Extracellular vesicles,Q9UHX1
22836,RHOBTB3,18,Extracellular vesicles,O94955
22837,COBLL1,20,Extracellular vesicles,Q53SF7
22861,NLRP1,18,Extracellular vesicles,Q9C000
22885,ABLIM3,23,Extracellular vesicles,O94929
22907,DHX30,21,Extracellular vesicles,Q7L2E3
22908,SACM1L,21,Extracellular vesicles,Q9NTJ5
