ENTREZ GENE ID,GENE SYMBOL,OCCURRENCES,VESICLE TYPE,Uniprot
5364,PLXNB1,5,Exosomes/Membrane vesicles,O43157
5447,POR,5,Exosomes/Membrane vesicles,P16435
5464,PPA1,31,Exosomes/Membrane vesicles,Q15181
5480,PPIC,7,Exosomes/Membrane vesicles,P45877
5494,PPM1A,6,Exosomes/Membrane vesicles,P35813
5495,PPM1B,4,Exosomes/Membrane vesicles,O75688
5499,PPP1CA,48,Exosomes/Membrane vesicles,P62136
5500,PPP1CB,24,Exosomes/Membrane vesicles,P62140
5519,PPP2R1B,16,Exosomes/Membrane vesicles,P30154
5520,PPP2R2A,21,Exosomes/Membrane vesicles,P63151
5525,PPP2R5A,1,Exosomes/Membrane vesicles,Q15172
5530,PPP3CA,12,Exosomes/Membrane vesicles,Q08209
5538,PPT1,10,Exosomes/Membrane vesicles,P50897
5550,PREP,15,Exosomes/Membrane vesicles,P48147
5553,PRG2,6,Exosomes/Membrane vesicles,P13727
5562,PRKAA1,5,Exosomes/Membrane vesicles,Q13131
5563,PRKAA2,1,Exosomes/Membrane vesicles,P54646
5564,PRKAB1,1,Exosomes/Membrane vesicles,Q9Y478
5567,PRKACB,10,Exosomes/Membrane vesicles,P22694
5571,PRKAG1,6,Exosomes/Membrane vesicles,P54619
5577,PRKAR2B,5,Exosomes/Membrane vesicles,P31323
5581,PRKCE,2,Exosomes/Membrane vesicles,Q02156
5585,PKN1,3,Exosomes/Membrane vesicles,Q16512
5586,PKN2,7,Exosomes/Membrane vesicles,Q16513
5588,PRKCQ,1,Exosomes/Membrane vesicles,Q04759
5593,PRKG2,4,Exosomes/Membrane vesicles,Q13237
5595,MAPK3,11,Exosomes/Membrane vesicles,P27361
5601,MAPK9,3,Exosomes/Membrane vesicles,P45984
5603,MAPK13,1,Exosomes/Membrane vesicles,O15264
5604,MAP2K1,6,Exosomes/Membrane vesicles,Q02750
5605,MAP2K2,4,Exosomes/Membrane vesicles,P36507
5606,MAP2K3,2,Exosomes/Membrane vesicles,P46734
5611,DNAJC3,9,Exosomes/Membrane vesicles,Q13217
5634,PRPS2,8,Exosomes/Membrane vesicles,P11908
5635,PRPSAP1,8,Exosomes/Membrane vesicles,Q14558
5636,PRPSAP2,7,Exosomes/Membrane vesicles,O60256
5655,KLK10,3,Exosomes/Membrane vesicles,O43240
5663,PSEN1,8,Exosomes/Membrane vesicles,P49768
5681,PSKH1,1,Exosomes/Membrane vesicles,P11801
5696,PSMB8,26,Exosomes/Membrane vesicles,P28062
5700,PSMC1,32,Exosomes/Membrane vesicles,P62191
5704,PSMC4,33,Exosomes/Membrane vesicles,P43686
5714,PSMD8,15,Exosomes/Membrane vesicles,P48556
5716,PSMD10,7,Exosomes/Membrane vesicles,O75832
5717,PSMD11,33,Exosomes/Membrane vesicles,O00231
5719,PSMD13,30,Exosomes/Membrane vesicles,Q9UNM6
5734,PTGER4,1,Exosomes/Membrane vesicles,P35408
5745,PTH1R,2,Exosomes/Membrane vesicles,Q03431
5756,TWF1,12,Exosomes/Membrane vesicles,Q12792
5768,QSOX1,32,Exosomes/Membrane vesicles,O00391
5781,PTPN11,6,Exosomes/Membrane vesicles,Q06124
5784,PTPN14,1,Exosomes/Membrane vesicles,Q15678
5789,PTPRD,2,Exosomes/Membrane vesicles,P23468
5792,PTPRF,21,Exosomes/Membrane vesicles,P10586
5793,PTPRG,8,Exosomes/Membrane vesicles,P23470
5796,PTPRK,12,Exosomes/Membrane vesicles,Q15262
5802,PTPRS,11,Exosomes/Membrane vesicles,Q13332
5817,PVR,7,Exosomes/Membrane vesicles,P15151
5818,PVRL1,2,Exosomes/Membrane vesicles,Q15223
5826,ABCD4,1,Exosomes/Membrane vesicles,O14678
5829,PXN,5,Exosomes/Membrane vesicles,P49023
5833,PCYT2,6,Exosomes/Membrane vesicles,Q99447
5836,PYGL,39,Exosomes/Membrane vesicles,P06737
5875,RABGGTA,1,Exosomes/Membrane vesicles,Q92696
5887,RAD23B,29,Exosomes/Membrane vesicles,P54727
5903,RANBP2,8,Exosomes/Membrane vesicles,P49792
5909,RAP1GAP,1,Exosomes/Membrane vesicles,P47736
5911,RAP2A,21,Exosomes/Membrane vesicles,P10114
5918,RARRES1,3,Exosomes/Membrane vesicles,P49788
5919,RARRES2,3,Exosomes/Membrane vesicles,Q99969
5921,RASA1,15,Exosomes/Membrane vesicles,P20936
5922,RASA2,3,Exosomes/Membrane vesicles,Q15283
5976,UPF1,15,Exosomes/Membrane vesicles,Q92900
5986,RFNG,2,Exosomes/Membrane vesicles,Q9Y644
6016,RIT1,1,Exosomes/Membrane vesicles,Q92963
6035,RNASE1,4,Exosomes/Membrane vesicles,P07998
6037,RNASE3,4,Exosomes/Membrane vesicles,P12724
6059,ABCE1,29,Exosomes/Membrane vesicles,P61221
6093,ROCK1,15,Exosomes/Membrane vesicles,Q13464
6120,RPE,4,Exosomes/Membrane vesicles,Q96AT9
6122,RPL3,39,Exosomes/Membrane vesicles,P39023
6124,RPL4,49,Exosomes/Membrane vesicles,P36578
6125,RPL5,42,Exosomes/Membrane vesicles,P46777
6130,RPL7A,41,Exosomes/Membrane vesicles,P62424
6134,RPL10,26,Exosomes/Membrane vesicles,P27635
6135,RPL11,31,Exosomes/Membrane vesicles,P62913
6136,RPL12,44,Exosomes/Membrane vesicles,P30050
6147,RPL23A,23,Exosomes/Membrane vesicles,P62750
6159,RPL29,13,Exosomes/Membrane vesicles,P47914
6160,RPL31,25,Exosomes/Membrane vesicles,P62899
6165,RPL35A,23,Exosomes/Membrane vesicles,P18077
6168,RPL37A,13,Exosomes/Membrane vesicles,P61513
6181,RPLP2,41,Exosomes/Membrane vesicles,P05387
6185,RPN2,29,Exosomes/Membrane vesicles,P04844
6195,RPS6KA1,8,Exosomes/Membrane vesicles,Q15418
6197,RPS6KA3,9,Exosomes/Membrane vesicles,P51812
6208,RPS14,40,Exosomes/Membrane vesicles,P62263
6209,RPS15,16,Exosomes/Membrane vesicles,P62841
6217,RPS16,54,Exosomes/Membrane vesicles,P62249
6218,RPS17,26,Exosomes/Membrane vesicles,P08708
6223,RPS19,23,Exosomes/Membrane vesicles,P39019
6224,RPS20,30,Exosomes/Membrane vesicles,P60866
6227,RPS21,14,Exosomes/Membrane vesicles,P63220
6228,RPS23,18,Exosomes/Membrane vesicles,P62266
6230,RPS25,36,Exosomes/Membrane vesicles,P62851
6238,RRBP1,7,Exosomes/Membrane vesicles,Q9P2E9
6251,RSU1,29,Exosomes/Membrane vesicles,Q15404
6263,RYR3,3,Exosomes/Membrane vesicles,Q15413
6272,SORT1,8,Exosomes/Membrane vesicles,Q99523
6283,S100A12,3,Exosomes/Membrane vesicles,P80511
6293,VPS52,2,Exosomes/Membrane vesicles,Q8N1B4
6305,SBF1,5,Exosomes/Membrane vesicles,O95248
6337,SCNN1A,1,Exosomes/Membrane vesicles,P37088
6338,SCNN1B,1,Exosomes/Membrane vesicles,P51168
6340,SCNN1G,1,Exosomes/Membrane vesicles,P51170
6342,SCP2,17,Exosomes/Membrane vesicles,P22307
6383,SDC2,4,Exosomes/Membrane vesicles,P34741
6385,SDC4,19,Exosomes/Membrane vesicles,P31431
6387,CXCL12,5,Exosomes/Membrane vesicles,P48061
6389,SDHA,8,Exosomes/Membrane vesicles,P31040
6406,SEMG1,14,Exosomes/Membrane vesicles,P04279
6407,SEMG2,11,Exosomes/Membrane vesicles,Q02383
6416,MAP2K4,12,Exosomes/Membrane vesicles,P45985
6422,SFRP1,5,Exosomes/Membrane vesicles,Q8N474
6434,TRA2B,8,Exosomes/Membrane vesicles,P62995
6448,SGSH,4,Exosomes/Membrane vesicles,P51688
6452,SH3BP2,1,Exosomes/Membrane vesicles,P78314
6455,SH3GL1,14,Exosomes/Membrane vesicles,Q99961
6456,SH3GL2,1,Exosomes/Membrane vesicles,Q99962
6461,SHB,5,Exosomes/Membrane vesicles,Q15464
6462,SHBG,10,Exosomes/Membrane vesicles,P04278
6464,SHC1,7,Exosomes/Membrane vesicles,P29353
6476,SI,11,Exosomes/Membrane vesicles,P14410
6480,ST6GAL1,1,Exosomes/Membrane vesicles,P15907
6484,ST3GAL4,1,Exosomes/Membrane vesicles,Q11206
6500,SKP1,18,Exosomes/Membrane vesicles,P63208
6514,SLC2A2,1,Exosomes/Membrane vesicles,P11168
6515,SLC2A3,18,Exosomes/Membrane vesicles,P11169
6548,SLC9A1,5,Exosomes/Membrane vesicles,P19634
6558,SLC12A2,34,Exosomes/Membrane vesicles,P55011
6569,SLC34A1,4,Exosomes/Membrane vesicles,Q06495
6583,SLC22A4,2,Exosomes/Membrane vesicles,Q9H015
6586,SLIT3,2,Exosomes/Membrane vesicles,O75094
6590,SLPI,4,Exosomes/Membrane vesicles,P03973
6609,SMPD1,4,Exosomes/Membrane vesicles,P17405
6611,SMS,14,Exosomes/Membrane vesicles,P52788
6632,SNRPD1,23,Exosomes/Membrane vesicles,P62314
6642,SNX1,7,Exosomes/Membrane vesicles,Q13596
6643,SNX2,14,Exosomes/Membrane vesicles,O60749
6649,SOD3,6,Exosomes/Membrane vesicles,P08294
6675,UAP1,15,Exosomes/Membrane vesicles,Q16222
6694,SPP2,4,Exosomes/Membrane vesicles,Q13103
6696,SPP1,10,Exosomes/Membrane vesicles,P10451
6698,SPRR1A,1,Exosomes/Membrane vesicles,P35321
6700,SPRR2A,1,Exosomes/Membrane vesicles,P35326
6712,SPTBN2,9,Exosomes/Membrane vesicles,O15020
6729,SRP54,4,Exosomes/Membrane vesicles,P61011
6731,SRP72,6,Exosomes/Membrane vesicles,O76094
6768,ST14,10,Exosomes/Membrane vesicles,Q9Y5Y6
6772,STAT1,21,Exosomes/Membrane vesicles,P42224
6774,STAT3,7,Exosomes/Membrane vesicles,P40763
6776,STAT5A,3,Exosomes/Membrane vesicles,P42229
6777,STAT5B,1,Exosomes/Membrane vesicles,P51692
6778,STAT6,2,Exosomes/Membrane vesicles,P42226
6782,HSPA13,11,Exosomes/Membrane vesicles,P48723
6788,STK3,2,Exosomes/Membrane vesicles,Q13188
6799,SULT1A2,1,Exosomes/Membrane vesicles,P50226
6819,SULT1C2,1,Exosomes/Membrane vesicles,O00338
6820,SULT2B1,3,Exosomes/Membrane vesicles,O00204
6840,SVIL,2,Exosomes/Membrane vesicles,O95425
6857,SYT1,9,Exosomes/Membrane vesicles,P21579
6885,MAP3K7,2,Exosomes/Membrane vesicles,O43318
6902,TBCA,14,Exosomes/Membrane vesicles,O75347
6904,TBCD,10,Exosomes/Membrane vesicles,Q9BTW9
6921,TCEB1,12,Exosomes/Membrane vesicles,Q15369
6948,TCN2,2,Exosomes/Membrane vesicles,P20062
7045,TGFBI,35,Exosomes/Membrane vesicles,Q15582
7060,THBS4,9,Exosomes/Membrane vesicles,P35443
7064,THOP1,12,Exosomes/Membrane vesicles,P52888
7082,TJP1,10,Exosomes/Membrane vesicles,Q07157
7098,TLR3,1,Exosomes/Membrane vesicles,O15455
7102,TSPAN7,2,Exosomes/Membrane vesicles,P41732
7103,TSPAN8,21,Exosomes/Membrane vesicles,P19075
7106,TSPAN4,13,Exosomes/Membrane vesicles,O14817
7109,TRAPPC10,3,Exosomes/Membrane vesicles,P48553
7114,TMSB4X,3,Exosomes/Membrane vesicles,P62328
7122,CLDN5,3,Exosomes/Membrane vesicles,O00501
7123,CLEC3B,6,Exosomes/Membrane vesicles,P05452
7127,TNFAIP2,13,Exosomes/Membrane vesicles,Q03169
7150,TOP1,21,Exosomes/Membrane vesicles,P11387
7164,TPD52L1,2,Exosomes/Membrane vesicles,Q16890
7165,TPD52L2,14,Exosomes/Membrane vesicles,O43399
7171,TPM4,34,Exosomes/Membrane vesicles,P67936
7172,TPMT,4,Exosomes/Membrane vesicles,P51580
7178,TPT1,27,Exosomes/Membrane vesicles,P13693
7205,TRIP6,5,Exosomes/Membrane vesicles,Q15654
7257,TSNAX,5,Exosomes/Membrane vesicles,Q99598
7263,TST,6,Exosomes/Membrane vesicles,Q16762
7283,TUBG1,12,Exosomes/Membrane vesicles,P23258
7314,UBB,38,Exosomes/Membrane vesicles,P0CG47
7323,UBE2D3,5,Exosomes/Membrane vesicles,P61077
7332,UBE2L3,18,Exosomes/Membrane vesicles,P68036
7335,UBE2V1,22,Exosomes/Membrane vesicles,Q13404
7345,UCHL1,20,Exosomes/Membrane vesicles,P09936
7347,UCHL3,15,Exosomes/Membrane vesicles,P15374
7364,UGT2B7,3,Exosomes/Membrane vesicles,P16662
7372,UMPS,9,Exosomes/Membrane vesicles,P11172
7373,COL14A1,6,Exosomes/Membrane vesicles,Q05707
7375,USP4,3,Exosomes/Membrane vesicles,Q13107
7378,UPP1,5,Exosomes/Membrane vesicles,Q16831
7384,UQCRC1,8,Exosomes/Membrane vesicles,P31930
7385,UQCRC2,23,Exosomes/Membrane vesicles,P22695
7389,UROD,8,Exosomes/Membrane vesicles,P06132
7410,VAV2,2,Exosomes/Membrane vesicles,P52735
7417,VDAC2,29,Exosomes/Membrane vesicles,P45880
7458,EIF4H,5,Exosomes/Membrane vesicles,Q15056
7511,XPNPEP1,22,Exosomes/Membrane vesicles,Q9NQW7
7525,YES1,31,Exosomes/Membrane vesicles,P07947
7555,CNBP,2,Exosomes/Membrane vesicles,P62633
7706,TRIM25,15,Exosomes/Membrane vesicles,Q14258
7791,ZYX,13,Exosomes/Membrane vesicles,Q15942
7803,PTP4A1,11,Exosomes/Membrane vesicles,Q93096
7874,USP7,21,Exosomes/Membrane vesicles,Q93009
7917,BAG6,7,Exosomes/Membrane vesicles,P46379
7919,DDX39B,21,Exosomes/Membrane vesicles,Q13838
7965,AIMP2,16,Exosomes/Membrane vesicles,Q13155
8027,STAM,7,Exosomes/Membrane vesicles,Q92783
8036,SHOC2,3,Exosomes/Membrane vesicles,Q9UQ13
8065,CUL5,8,Exosomes/Membrane vesicles,Q93034
8100,IFT88,1,Exosomes/Membrane vesicles,Q13099
8125,ANP32A,14,Exosomes/Membrane vesicles,P39687
8139,GAN,5,Exosomes/Membrane vesicles,Q9H2C0
8226,HDHD1,2,Exosomes/Membrane vesicles,Q08623
8243,SMC1A,15,Exosomes/Membrane vesicles,Q14683
8263,F8A1,3,Exosomes/Membrane vesicles,P23610
8288,EPX,13,Exosomes/Membrane vesicles,P11678
8301,PICALM,20,Exosomes/Membrane vesicles,Q13492
8312,AXIN1,2,Exosomes/Membrane vesicles,O15169
8338,HIST2H2AC,21,Exosomes/Membrane vesicles,Q16777
8340,HIST1H2BL,29,Exosomes/Membrane vesicles,Q99880
8349,HIST2H2BE,28,Exosomes/Membrane vesicles,Q16778
8394,PIP5K1A,3,Exosomes/Membrane vesicles,Q99755
8396,PIP4K2B,3,Exosomes/Membrane vesicles,P78356
8416,ANXA9,2,Exosomes/Membrane vesicles,O76027
8437,RASAL1,5,Exosomes/Membrane vesicles,O95294
8440,NCK2,3,Exosomes/Membrane vesicles,O43639
8444,DYRK3,1,Exosomes/Membrane vesicles,O43781
8445,DYRK2,2,Exosomes/Membrane vesicles,Q92630
8453,CUL2,11,Exosomes/Membrane vesicles,Q13617
8454,CUL1,12,Exosomes/Membrane vesicles,Q13616
8459,TPST2,2,Exosomes/Membrane vesicles,O60704
8460,TPST1,1,Exosomes/Membrane vesicles,O60507
8473,OGT,4,Exosomes/Membrane vesicles,O15294
8491,MAP4K3,1,Exosomes/Membrane vesicles,Q8IVH8
8502,PKP4,6,Exosomes/Membrane vesicles,Q99569
8537,BCAS1,9,Exosomes/Membrane vesicles,O75363
8544,PIR,2,Exosomes/Membrane vesicles,O00625
8546,AP3B1,15,Exosomes/Membrane vesicles,O00203
8565,YARS,17,Exosomes/Membrane vesicles,P54577
8581,LY6D,3,Exosomes/Membrane vesicles,Q14210
8621,CDK13,6,Exosomes/Membrane vesicles,Q14004
8622,PDE8B,3,Exosomes/Membrane vesicles,O95263
8623,ASMTL,5,Exosomes/Membrane vesicles,O95671
8631,SKAP1,4,Exosomes/Membrane vesicles,Q86WV1
8635,RNASET2,3,Exosomes/Membrane vesicles,O00584
8642,DCHS1,6,Exosomes/Membrane vesicles,Q96JQ0
8653,DDX3Y,3,Exosomes/Membrane vesicles,O15523
8655,DYNLL1,14,Exosomes/Membrane vesicles,P63167
8664,EIF3D,14,Exosomes/Membrane vesicles,O15371
8665,EIF3F,20,Exosomes/Membrane vesicles,O00303
8681,JMJD7-PLA2G4B,1,Exosomes/Membrane vesicles,P0C869
8693,GALNT4,2,Exosomes/Membrane vesicles,Q8N4A0
8702,B4GALT4,6,Exosomes/Membrane vesicles,O60513
8703,B4GALT3,3,Exosomes/Membrane vesicles,O60512
8720,MBTPS1,1,Exosomes/Membrane vesicles,Q14703
8721,EDF1,1,Exosomes/Membrane vesicles,O60869
8723,SNX4,4,Exosomes/Membrane vesicles,O95219
8729,GBF1,13,Exosomes/Membrane vesicles,Q92538
8738,CRADD,1,Exosomes/Membrane vesicles,P78560
8754,ADAM9,14,Exosomes/Membrane vesicles,Q13443
8777,MPDZ,3,Exosomes/Membrane vesicles,O75970
8802,SUCLG1,11,Exosomes/Membrane vesicles,P53597
8804,CREG1,4,Exosomes/Membrane vesicles,O75629
8821,INPP4B,7,Exosomes/Membrane vesicles,O15327
8824,CES2,4,Exosomes/Membrane vesicles,O00748
8853,ASAP2,1,Exosomes/Membrane vesicles,O43150
8879,SGPL1,8,Exosomes/Membrane vesicles,O95470
8884,SLC5A6,7,Exosomes/Membrane vesicles,Q9Y289
8899,PRPF4B,5,Exosomes/Membrane vesicles,Q13523
8904,CPNE1,40,Exosomes/Membrane vesicles,Q99829
8906,AP1G2,1,Exosomes/Membrane vesicles,O75843
8909,ENDOU,1,Exosomes/Membrane vesicles,P21128
8924,HERC2,6,Exosomes/Membrane vesicles,O95714
8942,KYNU,1,Exosomes/Membrane vesicles,Q16719
8943,AP3D1,15,Exosomes/Membrane vesicles,O14617
8972,MGAM,21,Exosomes/Membrane vesicles,O43451
9026,HIP1R,4,Exosomes/Membrane vesicles,O75146
9037,SEMA5A,6,Exosomes/Membrane vesicles,Q13591
9039,UBA3,5,Exosomes/Membrane vesicles,Q8TBC4
9044,BTAF1,2,Exosomes/Membrane vesicles,O14981
9060,PAPSS2,5,Exosomes/Membrane vesicles,O95340
9066,SYT7,7,Exosomes/Membrane vesicles,O43581
9068,ANGPTL1,2,Exosomes/Membrane vesicles,O95841
9071,CLDN10,3,Exosomes/Membrane vesicles,P78369
9101,USP8,1,Exosomes/Membrane vesicles,P40818
9122,SLC16A4,1,Exosomes/Membrane vesicles,O15374
9131,AIFM1,16,Exosomes/Membrane vesicles,O95831
9138,ARHGEF1,12,Exosomes/Membrane vesicles,Q92888
9154,SLC28A1,1,Exosomes/Membrane vesicles,O00337
9185,REPS2,2,Exosomes/Membrane vesicles,Q8NFH8
9218,VAPA,7,Exosomes/Membrane vesicles,Q9P0L0
9223,MAGI1,2,Exosomes/Membrane vesicles,Q96QZ7
9254,CACNA2D2,1,Exosomes/Membrane vesicles,Q9NY47
9266,CYTH2,3,Exosomes/Membrane vesicles,Q99418
9276,COPB2,33,Exosomes/Membrane vesicles,P35606
9289,GPR56,14,Exosomes/Membrane vesicles,Q9Y653
9318,COPS2,7,Exosomes/Membrane vesicles,P61201
9320,TRIP12,7,Exosomes/Membrane vesicles,Q14669
9342,SNAP29,6,Exosomes/Membrane vesicles,O95721
9344,TAOK2,1,Exosomes/Membrane vesicles,Q9UL54
9349,RPL23,30,Exosomes/Membrane vesicles,P62829
9354,UBE4A,4,Exosomes/Membrane vesicles,Q14139
9362,CPNE6,3,Exosomes/Membrane vesicles,O95741
9367,RAB9A,12,Exosomes/Membrane vesicles,P51151
9373,PLAA,7,Exosomes/Membrane vesicles,Q9Y263
9374,PPT2,4,Exosomes/Membrane vesicles,Q9UMR5
9392,TGFBRAP1,3,Exosomes/Membrane vesicles,Q8WUH2
9411,ARHGAP29,2,Exosomes/Membrane vesicles,Q52LW3
9414,TJP2,20,Exosomes/Membrane vesicles,Q9UDY2
9448,MAP4K4,26,Exosomes/Membrane vesicles,O95819
9456,HOMER1,1,Exosomes/Membrane vesicles,Q86YM7
9462,RASAL2,2,Exosomes/Membrane vesicles,Q9UJF2
9469,CHST3,2,Exosomes/Membrane vesicles,Q7LGC8
9475,ROCK2,21,Exosomes/Membrane vesicles,O75116
9482,STX8,3,Exosomes/Membrane vesicles,Q9UNK0
9510,ADAMTS1,2,Exosomes/Membrane vesicles,Q9UHI8
9514,GAL3ST1,1,Exosomes/Membrane vesicles,Q99999
9516,LITAF,1,Exosomes/Membrane vesicles,Q99732
9517,SPTLC2,4,Exosomes/Membrane vesicles,O15270
9518,GDF15,9,Exosomes/Membrane vesicles,Q99988
9522,SCAMP1,5,Exosomes/Membrane vesicles,O15126
9524,TECR,6,Exosomes/Membrane vesicles,Q9NZ01
9529,BAG5,8,Exosomes/Membrane vesicles,Q9UL15
9531,BAG3,1,Exosomes/Membrane vesicles,O95817
9540,TP53I3,2,Exosomes/Membrane vesicles,Q53FA7
9555,H2AFY,35,Exosomes/Membrane vesicles,O75367
9562,MINPP1,9,Exosomes/Membrane vesicles,Q9UNW1
9563,H6PD,4,Exosomes/Membrane vesicles,O95479
9567,GTPBP1,9,Exosomes/Membrane vesicles,O00178
9577,BRE,7,Exosomes/Membrane vesicles,Q9NXR7
9580,SOX13,1,Exosomes/Membrane vesicles,Q9UN79
9585,KIF20B,4,Exosomes/Membrane vesicles,Q96Q89
9590,AKAP12,9,Exosomes/Membrane vesicles,Q02952
9601,PDIA4,35,Exosomes/Membrane vesicles,P13667
9615,GDA,6,Exosomes/Membrane vesicles,Q9Y2T3
9618,TRAF4,3,Exosomes/Membrane vesicles,Q9BUZ4
9630,GNA14,18,Exosomes/Membrane vesicles,O95837
9631,NUP155,1,Exosomes/Membrane vesicles,O75694
9647,PPM1F,2,Exosomes/Membrane vesicles,P49593
9651,PLCH2,9,Exosomes/Membrane vesicles,O75038
9652,TTC37,14,Exosomes/Membrane vesicles,Q6PGP7
9669,EIF5B,12,Exosomes/Membrane vesicles,O60841
9677,PPIP5K1,2,Exosomes/Membrane vesicles,Q6PFW1
9685,CLINT1,6,Exosomes/Membrane vesicles,Q14677
9689,BZW1,25,Exosomes/Membrane vesicles,Q7L1Q6
9690,UBE3C,2,Exosomes/Membrane vesicles,Q15386
9701,PPP6R2,1,Exosomes/Membrane vesicles,O75170
9712,USP6NL,4,Exosomes/Membrane vesicles,Q92738
9722,NOS1AP,1,Exosomes/Membrane vesicles,O75052
9731,CEP104,2,Exosomes/Membrane vesicles,O60308
9736,USP34,9,Exosomes/Membrane vesicles,Q70CQ2
9741,LAPTM4A,1,Exosomes/Membrane vesicles,Q15012
9742,IFT140,2,Exosomes/Membrane vesicles,Q96RY7
9747,FAM115A,7,Exosomes/Membrane vesicles,Q9Y4C2
9757,MLL4,3,Exosomes/Membrane vesicles,Q9UMN6
9761,MLEC,23,Exosomes/Membrane vesicles,Q14165
9774,BCLAF1,2,Exosomes/Membrane vesicles,Q9NYF8
9775,EIF4A3,27,Exosomes/Membrane vesicles,P38919
9777,TM9SF4,4,Exosomes/Membrane vesicles,Q92544
9782,MATR3,22,Exosomes/Membrane vesicles,P43243
9784,SNX17,3,Exosomes/Membrane vesicles,Q15036
9793,CKAP5,18,Exosomes/Membrane vesicles,Q14008
9802,DAZAP2,1,Exosomes/Membrane vesicles,Q15038
9805,SCRN1,11,Exosomes/Membrane vesicles,Q12765
9817,KEAP1,4,Exosomes/Membrane vesicles,Q14145
9857,CEP350,2,Exosomes/Membrane vesicles,Q5VT06
9861,PSMD6,34,Exosomes/Membrane vesicles,Q15008
9868,TOMM70A,13,Exosomes/Membrane vesicles,O94826
9875,URB1,7,Exosomes/Membrane vesicles,O60287
9882,TBC1D4,5,Exosomes/Membrane vesicles,O60343
9897,KIAA0196,13,Exosomes/Membrane vesicles,Q12768
9901,SRGAP3,1,Exosomes/Membrane vesicles,O43295
9922,IQSEC1,5,Exosomes/Membrane vesicles,Q6DN90
9942,XYLB,2,Exosomes/Membrane vesicles,O75191
9946,CRYZL1,5,Exosomes/Membrane vesicles,O95825
9958,USP15,2,Exosomes/Membrane vesicles,Q9Y4E8
9989,PPP4R1,1,Exosomes/Membrane vesicles,Q8TF05
10003,NAALAD2,2,Exosomes/Membrane vesicles,Q9Y3Q0
10013,HDAC6,2,Exosomes/Membrane vesicles,Q9UBN7
10020,GNE,10,Exosomes/Membrane vesicles,Q9Y223
10040,TOM1L1,9,Exosomes/Membrane vesicles,O75674
10049,DNAJB6,8,Exosomes/Membrane vesicles,O75190
10053,AP1M2,6,Exosomes/Membrane vesicles,Q9Y6Q5
10056,FARSB,16,Exosomes/Membrane vesicles,Q9NSD9
10059,DNM1L,25,Exosomes/Membrane vesicles,O00429
10066,SCAMP2,10,Exosomes/Membrane vesicles,O15127
10067,SCAMP3,13,Exosomes/Membrane vesicles,O14828
10079,ATP9A,8,Exosomes/Membrane vesicles,O75110
10083,USH1C,1,Exosomes/Membrane vesicles,Q9Y6N9
10085,EDIL3,15,Exosomes/Membrane vesicles,O43854
10087,COL4A3BP,2,Exosomes/Membrane vesicles,Q9Y5P4
10101,NUBP2,2,Exosomes/Membrane vesicles,Q9Y5Y2
10120,ACTR1B,19,Exosomes/Membrane vesicles,P42025
10129,FRY,4,Exosomes/Membrane vesicles,Q5TBA9
10133,OPTN,2,Exosomes/Membrane vesicles,Q96CV9
10146,G3BP1,10,Exosomes/Membrane vesicles,Q13283
10152,ABI2,8,Exosomes/Membrane vesicles,Q9NYB9
10178,ODZ1,1,Exosomes/Membrane vesicles,Q9UKZ4
10188,TNK2,2,Exosomes/Membrane vesicles,Q07912
10202,DHRS2,2,Exosomes/Membrane vesicles,Q13268
10204,NUTF2,19,Exosomes/Membrane vesicles,P61970
10209,EIF1,5,Exosomes/Membrane vesicles,P41567
10213,PSMD14,22,Exosomes/Membrane vesicles,O00487
10226,PLIN3,22,Exosomes/Membrane vesicles,O60664
10243,GPHN,2,Exosomes/Membrane vesicles,Q9NQX3
10249,GLYAT,3,Exosomes/Membrane vesicles,Q6IB77
10254,STAM2,10,Exosomes/Membrane vesicles,O75886
10256,CNKSR1,1,Exosomes/Membrane vesicles,Q969H4
10257,ABCC4,10,Exosomes/Membrane vesicles,O15439
10273,STUB1,11,Exosomes/Membrane vesicles,Q9UNE7
10298,PAK4,5,Exosomes/Membrane vesicles,O96013
10321,CRISP3,3,Exosomes/Membrane vesicles,P54108
10325,RRAGB,3,Exosomes/Membrane vesicles,Q5VZM2
10380,BPNT1,11,Exosomes/Membrane vesicles,O95861
10381,TUBB3,52,Exosomes/Membrane vesicles,Q13509
10396,ATP8A1,4,Exosomes/Membrane vesicles,Q9Y2Q0
10402,ST3GAL6,5,Exosomes/Membrane vesicles,Q9Y274
10404,CPQ,4,Exosomes/Membrane vesicles,Q9Y646
10413,YAP1,2,Exosomes/Membrane vesicles,P46937
10419,PRMT5,16,Exosomes/Membrane vesicles,O14744
10427,SEC24B,4,Exosomes/Membrane vesicles,O95487
10432,RBM14,4,Exosomes/Membrane vesicles,Q96PK6
10447,FAM3C,16,Exosomes/Membrane vesicles,Q92520
10449,ACAA2,12,Exosomes/Membrane vesicles,P42765
10451,VAV3,1,Exosomes/Membrane vesicles,Q9UKW4
10457,GPNMB,8,Exosomes/Membrane vesicles,Q14956
10480,EIF3M,26,Exosomes/Membrane vesicles,Q7L2H7
10492,SYNCRIP,35,Exosomes/Membrane vesicles,O60506
10494,STK25,9,Exosomes/Membrane vesicles,O00506
10497,UNC13B,4,Exosomes/Membrane vesicles,O14795
10512,SEMA3C,10,Exosomes/Membrane vesicles,Q99985
10521,DDX17,33,Exosomes/Membrane vesicles,Q92841
